GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
 "39000","Ohio",3,SAGDP2N,51,"52","   Finance and insurance ","Millions of current dollars",19999.9,22349.6,24847.6,28006.7,29304.6,32483.4,34869.0,36786.1,43148.0,42780.9,41350.7,38816.3,38677.9,38129.3,39081.1,42263.8,43591.0,51700.0,56948.2,59561.0,64314.4,66592.4,80084.9,78983.5,84675.0,93291.0,98142.5
 "39000","Ohio",3,SAGDP2N,52,"521-522","    Monetary Authorities- central bank, credit intermediation, and related services ","Millions of current dollars",8741.6,9610.8,11653.6,12861.1,14990.5,19213.8,20446.9,21802.7,26963.9,25730.6,22728.6,23185.4,21460.9,19906.9,20520.2,21551.7,23420.4,25188.4,26995.5,27625.0,32479.7,31776.0,43031.2,46195.8,49288.0,53740.6,57621.6
 "39000","Ohio",3,SAGDP2N,53,"523","    Securities, commodity contracts, and other financial investments and related activities ","Millions of current dollars",1495.0,1610.9,1875.1,2037.9,2191.9,2014.4,1900.6,2073.2,2365.8,2592.4,2353.5,1292.6,2344.5,2444.6,2313.8,3075.7,3503.1,3152.0,3204.4,3587.5,3718.5,4145.7,3928.6,4169.2,4712.1,4219.3,4528.2
 "39000","Ohio",3,SAGDP2N,54,"524","    Insurance carriers and related activities ","Millions of current dollars",9257.2,10208.4,10073.0,12031.9,11167.2,10355.4,11388.5,12678.4,13721.1,14160.3,16172.4,14266.0,14842.0,15733.7,16205.4,17364.8,16487.5,23159.8,26629.2,28247.5,28042.3,30658.6,33109.6,28606.4,30451.5,35139.4,35779.1
 "39000","Ohio",3,SAGDP2N,55,"525","    Funds, trusts, and other financial vehicles ","Millions of current dollars",506.0,919.5,1245.9,1075.7,955.0,899.9,1133.0,231.8,97.2,297.7,96.2,72.3,30.5,44.1,41.7,271.6,180.1,199.8,119.1,101.0,73.9,12.1,15.4,12.1,223.4,191.6,213.7
 "39000","Ohio",3,SAGDP2N,56,"53","   Real estate and rental and leasing ","Millions of current dollars",35313.4,35926.4,38974.8,41052.4,44619.7,46787.1,47809.5,49550.4,53380.4,55235.2,60608.6,63110.5,61871.6,61600.9,62207.9,63765.1,67574.7,68368.3,69594.1,72249.0,74593.0,77641.6,78567.6,80315.8,86684.4,94126.3,102552.3
 "39000","Ohio",3,SAGDP2N,57,"531","    Real estate ","Millions of current dollars",31547.3,31984.0,34560.6,36313.4,39499.5,41727.0,43335.7,45574.3,48977.8,49661.7,54022.8,54798.0,54688.0,56418.7,57961.6,59624.7,63112.7,63622.7,64302.1,66302.4,68517.2,72043.7,73292.9,74781.4,80279.9,87600.7,95190.4
 "39000","Ohio",3,SAGDP2N,58,"532-533","    Rental and leasing services and lessors of nonfinancial intangible assets ","Millions of current dollars",3766.2,3942.4,4414.2,4739.0,5120.2,5060.1,4473.8,3976.1,4402.6,5573.5,6585.8,8312.4,7183.5,5182.1,4246.3,4140.4,4462.0,4745.7,5292.0,5946.6,6075.8,5597.9,5274.7,5534.3,6404.5,6525.6,7362.0
 "39000","Ohio",3,SAGDP2N,59,"54,55,56","  Professional and business services ","Millions of current dollars",29948.3,32217.8,35010.3,36138.2,38028.3,39848.7,41727.9,44448.5,47723.4,50517.4,53694.3,57099.2,54069.8,56652.7,60361.1,65054.1,67212.6,70055.9,70954.9,71811.8,74558.1,76943.5,80252.5,79430.8,87659.4,96017.5,102526.6
 "39000","Ohio",3,SAGDP2N,60,"54","   Professional, scientific, and technical services ","Millions of current dollars",14924.4,16102.0,18073.9,18019.3,19068.0,19557.8,19841.0,20896.2,21932.2,23545.7,25181.6,27574.5,26478.1,27039.0,29038.6,28985.3,29603.7,30587.6,31617.2,32675.3,33697.5,35558.3,37365.6,36677.6,40925.7,45182.5,49352.3
